group,subgroup,category,year,key,value
Frauen,65-74-jährig,binge_alcohol,2007,once_month,0.01858
Frauen,75+-jährig,binge_alcohol,2007,once_month,0.00971
Männer,15-24-jährig,binge_alcohol,2007,less_1_month,0.18597999999999998
Männer,25-34-jährig,binge_alcohol,2007,less_1_month,0.29229
Männer,35-44-jährig,binge_alcohol,2007,less_1_month,0.31444
Männer,45-54-jährig,binge_alcohol,2007,less_1_month,0.284
Männer,55-64-jährig,binge_alcohol,2007,less_1_month,0.24276
Männer,65-74-jährig,binge_alcohol,2007,less_1_month,0.17761
Männer,75+-jährig,binge_alcohol,2007,less_1_month,0.07609
Frauen,15-24-jährig,binge_alcohol,2007,less_1_month,0.1487
Frauen,25-34-jährig,binge_alcohol,2007,less_1_month,0.18571000000000001
Frauen,35-44-jährig,binge_alcohol,2007,less_1_month,0.16081
Frauen,45-54-jährig,binge_alcohol,2007,less_1_month,0.19065000000000001
Frauen,55-64-jährig,binge_alcohol,2007,less_1_month,0.12074
Frauen,65-74-jährig,binge_alcohol,2007,less_1_month,0.061369999999999994
Frauen,75+-jährig,binge_alcohol,2007,less_1_month,0.03064
Männer,15-24-jährig,binge_alcohol,2007,never,0.35204
Männer,25-34-jährig,binge_alcohol,2007,never,0.38365000000000005
Männer,35-44-jährig,binge_alcohol,2007,never,0.47884
Männer,45-54-jährig,binge_alcohol,2007,never,0.50826
Männer,55-64-jährig,binge_alcohol,2007,never,0.5462899999999999
Männer,65-74-jährig,binge_alcohol,2007,never,0.6642100000000001
Männer,75+-jährig,binge_alcohol,2007,never,0.80767
Frauen,15-24-jährig,binge_alcohol,2007,never,0.50425
Frauen,25-34-jährig,binge_alcohol,2007,never,0.5009899999999999
Frauen,35-44-jährig,binge_alcohol,2007,never,0.58713
Frauen,45-54-jährig,binge_alcohol,2007,never,0.57453
Frauen,55-64-jährig,binge_alcohol,2007,never,0.65872
Frauen,65-74-jährig,binge_alcohol,2007,never,0.71328
Frauen,75+-jährig,binge_alcohol,2007,never,0.6591800000000001
Männer,15-24-jährig,binge_alcohol,2007,abstinent,0.16526
Männer,25-34-jährig,binge_alcohol,2007,abstinent,0.09329000000000001
Männer,35-44-jährig,binge_alcohol,2007,abstinent,0.08238
Männer,45-54-jährig,binge_alcohol,2007,abstinent,0.09480000000000001
Männer,55-64-jährig,binge_alcohol,2007,abstinent,0.07413
Männer,65-74-jährig,binge_alcohol,2007,abstinent,0.07864
Männer,75+-jährig,binge_alcohol,2007,abstinent,0.08337
Frauen,15-24-jährig,binge_alcohol,2007,abstinent,0.22763999999999998
Frauen,25-34-jährig,binge_alcohol,2007,abstinent,0.21364999999999998
Frauen,35-44-jährig,binge_alcohol,2007,abstinent,0.19277999999999998
Frauen,45-54-jährig,binge_alcohol,2007,abstinent,0.16547
Frauen,55-64-jährig,binge_alcohol,2007,abstinent,0.18375
Frauen,65-74-jährig,binge_alcohol,2007,abstinent,0.20677
Frauen,75+-jährig,binge_alcohol,2007,abstinent,0.30047
Männer,15-24-jährig,binge_alcohol,2017,once_month,0.30121
Männer,25-34-jährig,binge_alcohol,2017,once_month,0.30318
Männer,35-44-jährig,binge_alcohol,2017,once_month,0.20335999999999999
Männer,45-54-jährig,binge_alcohol,2017,once_month,0.18477
Männer,55-64-jährig,binge_alcohol,2017,once_month,0.16542
Männer,65-74-jährig,binge_alcohol,2017,once_month,0.14322
Männer,75+-jährig,binge_alcohol,2017,once_month,0.07947
Frauen,15-24-jährig,binge_alcohol,2017,once_month,0.23905
Frauen,25-34-jährig,binge_alcohol,2017,once_month,0.14212999999999998
Frauen,35-44-jährig,binge_alcohol,2017,once_month,0.11614000000000001
Frauen,45-54-jährig,binge_alcohol,2017,once_month,0.09095
Frauen,55-64-jährig,binge_alcohol,2017,once_month,0.08979
Frauen,65-74-jährig,binge_alcohol,2017,once_month,0.06132
Frauen,75+-jährig,binge_alcohol,2017,once_month,0.02392
Männer,15-24-jährig,binge_alcohol,2017,less_1_month,0.3427
Männer,25-34-jährig,binge_alcohol,2017,less_1_month,0.40683
Männer,35-44-jährig,binge_alcohol,2017,less_1_month,0.41142
Männer,45-54-jährig,binge_alcohol,2017,less_1_month,0.35275
Männer,55-64-jährig,binge_alcohol,2017,less_1_month,0.3066
Männer,65-74-jährig,binge_alcohol,2017,less_1_month,0.26951
Männer,75+-jährig,binge_alcohol,2017,less_1_month,0.21149
Frauen,15-24-jährig,binge_alcohol,2017,less_1_month,0.33781
Frauen,25-34-jährig,binge_alcohol,2017,less_1_month,0.39722999999999997
Frauen,35-44-jährig,binge_alcohol,2017,less_1_month,0.31419
Frauen,45-54-jährig,binge_alcohol,2017,less_1_month,0.29483
Frauen,55-64-jährig,binge_alcohol,2017,less_1_month,0.26441
Frauen,65-74-jährig,binge_alcohol,2017,less_1_month,0.19271999999999997
Frauen,75+-jährig,binge_alcohol,2017,less_1_month,0.10403000000000001
Männer,15-24-jährig,binge_alcohol,2017,never,0.1457
Männer,25-34-jährig,binge_alcohol,2017,never,0.18542999999999998
Männer,35-44-jährig,binge_alcohol,2017,never,0.27057
Männer,45-54-jährig,binge_alcohol,2017,never,0.35774
Männer,55-64-jährig,binge_alcohol,2017,never,0.40622
Männer,65-74-jährig,binge_alcohol,2017,never,0.49473999999999996
Männer,75+-jährig,binge_alcohol,2017,never,0.5991
Frauen,15-24-jährig,binge_alcohol,2017,never,0.15625
Frauen,25-34-jährig,binge_alcohol,2017,never,0.25123999999999996
Frauen,35-44-jährig,binge_alcohol,2017,never,0.34273000000000003
Frauen,45-54-jährig,binge_alcohol,2017,never,0.43341999999999997
Frauen,55-64-jährig,binge_alcohol,2017,never,0.46756
Frauen,65-74-jährig,binge_alcohol,2017,never,0.54814
Frauen,75+-jährig,binge_alcohol,2017,never,0.6048899999999999
Männer,15-24-jährig,binge_alcohol,2017,abstinent,0.21039000000000002
Männer,25-34-jährig,binge_alcohol,2017,abstinent,0.10456
Männer,35-44-jährig,binge_alcohol,2017,abstinent,0.11466
Männer,45-54-jährig,binge_alcohol,2017,abstinent,0.10474
Männer,55-64-jährig,binge_alcohol,2017,abstinent,0.12176000000000001
Männer,65-74-jährig,binge_alcohol,2017,abstinent,0.09253
Männer,75+-jährig,binge_alcohol,2017,abstinent,0.10994
Frauen,15-24-jährig,binge_alcohol,2017,abstinent,0.26689
Frauen,25-34-jährig,binge_alcohol,2017,abstinent,0.2094
Frauen,35-44-jährig,binge_alcohol,2017,abstinent,0.22693000000000002
Frauen,45-54-jährig,binge_alcohol,2017,abstinent,0.1808
Frauen,55-64-jährig,binge_alcohol,2017,abstinent,0.17824
Frauen,65-74-jährig,binge_alcohol,2017,abstinent,0.19780999999999999
Frauen,75+-jährig,binge_alcohol,2017,abstinent,0.26716
Männer,15-24-jährig,activity,2002,trained,0.51774
Männer,25-34-jährig,activity,2002,trained,0.33372999999999997
Männer,35-44-jährig,activity,2002,trained,0.24728000000000003
Männer,45-54-jährig,activity,2002,trained,0.23804999999999998
Männer,55-64-jährig,activity,2002,trained,0.25898
Männer,65-74-jährig,activity,2002,trained,0.32889
Männer,75+-jährig,activity,2002,trained,0.2229
Frauen,15-24-jährig,activity,2002,trained,0.33835
Frauen,25-34-jährig,activity,2002,trained,0.22191
Frauen,35-44-jährig,activity,2002,trained,0.22646
Frauen,45-54-jährig,activity,2002,trained,0.24982
Frauen,55-64-jährig,activity,2002,trained,0.25339
Frauen,65-74-jährig,activity,2002,trained,0.22185
Frauen,75+-jährig,activity,2002,trained,0.11161
Männer,15-24-jährig,activity,2002,active,0.33268000000000003
Männer,25-34-jährig,activity,2002,active,0.36683
Männer,35-44-jährig,activity,2002,active,0.39014000000000004
Männer,45-54-jährig,activity,2002,active,0.36459
Männer,55-64-jährig,activity,2002,active,0.36194000000000004
Männer,65-74-jährig,activity,2002,active,0.37199
Männer,75+-jährig,activity,2002,active,0.30035
Frauen,15-24-jährig,activity,2002,active,0.4097
Frauen,25-34-jährig,activity,2002,active,0.37534999999999996
Frauen,35-44-jährig,activity,2002,active,0.35312
Frauen,45-54-jährig,activity,2002,active,0.34991
Frauen,55-64-jährig,activity,2002,active,0.31878
Frauen,65-74-jährig,activity,2002,active,0.28439
Frauen,75+-jährig,activity,2002,active,0.22627
Männer,15-24-jährig,activity,2002,semi_active,0.09835
Männer,25-34-jährig,activity,2002,semi_active,0.18934
Männer,35-44-jährig,activity,2002,semi_active,0.2211
Männer,45-54-jährig,activity,2002,semi_active,0.21637
Männer,55-64-jährig,activity,2002,semi_active,0.18903999999999999
Männer,65-74-jährig,activity,2002,semi_active,0.1036
Männer,75+-jährig,activity,2002,semi_active,0.12032
Frauen,15-24-jährig,activity,2002,semi_active,0.18001
Frauen,25-34-jährig,activity,2002,semi_active,0.23718
Frauen,35-44-jährig,activity,2002,semi_active,0.22709
Frauen,45-54-jährig,activity,2002,semi_active,0.21559
Frauen,55-64-jährig,activity,2002,semi_active,0.20579
Frauen,65-74-jährig,activity,2002,semi_active,0.19713999999999998
Frauen,75+-jährig,activity,2002,semi_active,0.16963999999999999
Männer,15-24-jährig,activity,2002,not_active,0.051230000000000005
Männer,25-34-jährig,activity,2002,not_active,0.11010999999999999
Männer,35-44-jährig,activity,2002,not_active,0.14148
Männer,45-54-jährig,activity,2002,not_active,0.18099
Männer,55-64-jährig,activity,2002,not_active,0.19004000000000001
Männer,65-74-jährig,activity,2002,not_active,0.19552
Männer,75+-jährig,activity,2002,not_active,0.35644
Frauen,15-24-jährig,activity,2002,not_active,0.07194
Frauen,25-34-jährig,activity,2002,not_active,0.16556
Frauen,35-44-jährig,activity,2002,not_active,0.19332000000000002
Frauen,45-54-jährig,activity,2002,not_active,0.18468
Frauen,55-64-jährig,activity,2002,not_active,0.22204000000000002
Frauen,65-74-jährig,activity,2002,not_active,0.29662
Frauen,75+-jährig,activity,2002,not_active,0.49248
Männer,15-24-jährig,activity,2007,trained,0.527
Männer,25-34-jährig,activity,2007,trained,0.38354
Männer,35-44-jährig,activity,2007,trained,0.29489
Männer,45-54-jährig,activity,2007,trained,0.30379
Männer,55-64-jährig,activity,2007,trained,0.29506
Männer,65-74-jährig,activity,2007,trained,0.35855
Männer,75+-jährig,activity,2007,trained,0.23973
Frauen,15-24-jährig,activity,2007,trained,0.36762999999999996
Frauen,25-34-jährig,activity,2007,trained,0.27992
Frauen,35-44-jährig,activity,2007,trained,0.29973
Frauen,45-54-jährig,activity,2007,trained,0.30782
Frauen,55-64-jährig,activity,2007,trained,0.32051999999999997
Frauen,65-74-jährig,activity,2007,trained,0.28126999999999996
Frauen,75+-jährig,activity,2007,trained,0.14349
Männer,15-24-jährig,activity,2007,active,0.28833
Männer,25-34-jährig,activity,2007,active,0.35202
Männer,35-44-jährig,activity,2007,active,0.33386000000000005
Männer,45-54-jährig,activity,2007,active,0.36485999999999996
Männer,55-64-jährig,activity,2007,active,0.3667
Männer,65-74-jährig,activity,2007,active,0.34914
Männer,75+-jährig,activity,2007,active,0.31625
Frauen,15-24-jährig,activity,2007,active,0.38488
Frauen,25-34-jährig,activity,2007,active,0.34994
Frauen,35-44-jährig,activity,2007,active,0.34302999999999995
Frauen,45-54-jährig,activity,2007,active,0.36310000000000003
Frauen,55-64-jährig,activity,2007,active,0.32715000000000005
Frauen,65-74-jährig,activity,2007,active,0.33401000000000003
Frauen,75+-jährig,activity,2007,active,0.24283000000000002
Männer,15-24-jährig,activity,2007,semi_active,0.10872
Männer,25-34-jährig,activity,2007,semi_active,0.17902
Männer,35-44-jährig,activity,2007,semi_active,0.24136
Männer,45-54-jährig,activity,2007,semi_active,0.18844999999999998
Männer,55-64-jährig,activity,2007,semi_active,0.17931
Männer,65-74-jährig,activity,2007,semi_active,0.14528
Männer,75+-jährig,activity,2007,semi_active,0.15887
Frauen,15-24-jährig,activity,2007,semi_active,0.17974
Frauen,25-34-jährig,activity,2007,semi_active,0.22369
Frauen,35-44-jährig,activity,2007,semi_active,0.22432
Frauen,45-54-jährig,activity,2007,semi_active,0.19289
Frauen,55-64-jährig,activity,2007,semi_active,0.18760000000000002
Frauen,65-74-jährig,activity,2007,semi_active,0.16033999999999998
Frauen,75+-jährig,activity,2007,semi_active,0.17149
Männer,15-24-jährig,activity,2007,not_active,0.07595
Männer,25-34-jährig,activity,2007,not_active,0.08542
Männer,35-44-jährig,activity,2007,not_active,0.12989
Männer,45-54-jährig,activity,2007,not_active,0.1429
Männer,55-64-jährig,activity,2007,not_active,0.15894
Männer,65-74-jährig,activity,2007,not_active,0.14703
Männer,75+-jährig,activity,2007,not_active,0.28515
Frauen,15-24-jährig,activity,2007,not_active,0.06776
Frauen,25-34-jährig,activity,2007,not_active,0.14645
Frauen,35-44-jährig,activity,2007,not_active,0.13292
Frauen,45-54-jährig,activity,2007,not_active,0.13619
Frauen,55-64-jährig,activity,2007,not_active,0.16473
Frauen,65-74-jährig,activity,2007,not_active,0.22438
Frauen,75+-jährig,activity,2007,not_active,0.44219
Männer,15-24-jährig,activity,2012,trained,0.56534
Männer,25-34-jährig,activity,2012,trained,0.359
Männer,35-44-jährig,activity,2012,trained,0.28631
Männer,45-54-jährig,activity,2012,trained,0.27741
Männer,55-64-jährig,activity,2012,trained,0.25286000000000003
Männer,65-74-jährig,activity,2012,trained,0.32145
Männer,75+-jährig,activity,2012,trained,0.17626999999999998
Frauen,15-24-jährig,activity,2012,trained,0.34247
Frauen,25-34-jährig,activity,2012,trained,0.24892
Frauen,35-44-jährig,activity,2012,trained,0.23714
Frauen,45-54-jährig,activity,2012,trained,0.26557
Frauen,55-64-jährig,activity,2012,trained,0.23821
Frauen,65-74-jährig,activity,2012,trained,0.19946000000000003
Frauen,75+-jährig,activity,2012,trained,0.09554
Männer,15-24-jährig,activity,2012,active,0.33244999999999997
Männer,25-34-jährig,activity,2012,active,0.40527
Männer,35-44-jährig,activity,2012,active,0.43711
Männer,45-54-jährig,activity,2012,active,0.45634
Männer,55-64-jährig,activity,2012,active,0.45125
Männer,65-74-jährig,activity,2012,active,0.50234
Männer,75+-jährig,activity,2012,active,0.46857
Frauen,15-24-jährig,activity,2012,active,0.42768999999999996
Frauen,25-34-jährig,activity,2012,active,0.4718
Frauen,35-44-jährig,activity,2012,active,0.45380000000000004
Frauen,45-54-jährig,activity,2012,active,0.44889
Frauen,55-64-jährig,activity,2012,active,0.44327
Frauen,65-74-jährig,activity,2012,active,0.51432
Frauen,75+-jährig,activity,2012,active,0.40787
Männer,15-24-jährig,activity,2012,semi_active,0.06545
Männer,25-34-jährig,activity,2012,semi_active,0.15771000000000002
Männer,35-44-jährig,activity,2012,semi_active,0.19692
Männer,45-54-jährig,activity,2012,semi_active,0.18425999999999998
Männer,55-64-jährig,activity,2012,semi_active,0.1864
Männer,65-74-jährig,activity,2012,semi_active,0.1125
Männer,75+-jährig,activity,2012,semi_active,0.13351000000000002
Frauen,15-24-jährig,activity,2012,semi_active,0.16077000000000002
Frauen,25-34-jährig,activity,2012,semi_active,0.19199000000000002
Frauen,35-44-jährig,activity,2012,semi_active,0.19655
Frauen,45-54-jährig,activity,2012,semi_active,0.19139
Frauen,55-64-jährig,activity,2012,semi_active,0.19039
Frauen,65-74-jährig,activity,2012,semi_active,0.15811999999999998
Frauen,75+-jährig,activity,2012,semi_active,0.17163
Männer,15-24-jährig,activity,2012,not_active,0.03675
Männer,25-34-jährig,activity,2012,not_active,0.07801
Männer,35-44-jährig,activity,2012,not_active,0.07965
Männer,45-54-jährig,activity,2012,not_active,0.08199999999999999
Männer,55-64-jährig,activity,2012,not_active,0.10949
Männer,65-74-jährig,activity,2012,not_active,0.06371
Männer,75+-jährig,activity,2012,not_active,0.22164999999999999
Frauen,15-24-jährig,activity,2012,not_active,0.06907
Frauen,25-34-jährig,activity,2012,not_active,0.08728
Frauen,35-44-jährig,activity,2012,not_active,0.1125
Frauen,45-54-jährig,activity,2012,not_active,0.09415
Frauen,55-64-jährig,activity,2012,not_active,0.12813
Frauen,65-74-jährig,activity,2012,not_active,0.1281
Frauen,75+-jährig,activity,2012,not_active,0.32496
Männer,15-24-jährig,activity,2017,trained,0.5669299999999999
Männer,25-34-jährig,activity,2017,trained,0.40210999999999997
Männer,35-44-jährig,activity,2017,trained,0.3147
Männer,45-54-jährig,activity,2017,trained,0.32588
Männer,55-64-jährig,activity,2017,trained,0.26666
Männer,65-74-jährig,activity,2017,trained,0.3245
Männer,75+-jährig,activity,2017,trained,0.20717
Frauen,15-24-jährig,activity,2017,trained,0.35912999999999995
Frauen,25-34-jährig,activity,2017,trained,0.29035
Frauen,35-44-jährig,activity,2017,trained,0.24837
Frauen,45-54-jährig,activity,2017,trained,0.29579
Frauen,55-64-jährig,activity,2017,trained,0.25467
Frauen,65-74-jährig,activity,2017,trained,0.25803
Frauen,75+-jährig,activity,2017,trained,0.13488
Männer,15-24-jährig,activity,2017,active,0.31268999999999997
Männer,25-34-jährig,activity,2017,active,0.40503999999999996
Männer,35-44-jährig,activity,2017,active,0.42321
Männer,45-54-jährig,activity,2017,active,0.4292
Männer,55-64-jährig,activity,2017,active,0.46724
Männer,65-74-jährig,activity,2017,active,0.49531
Männer,75+-jährig,activity,2017,active,0.5047200000000001
Frauen,15-24-jährig,activity,2017,active,0.41825
Frauen,25-34-jährig,activity,2017,active,0.46252000000000004
Frauen,35-44-jährig,activity,2017,active,0.49201
Frauen,45-54-jährig,activity,2017,active,0.46466
Frauen,55-64-jährig,activity,2017,active,0.48467
Frauen,65-74-jährig,activity,2017,active,0.49711
Frauen,75+-jährig,activity,2017,active,0.44148000000000004
Männer,15-24-jährig,activity,2017,semi_active,0.08305
Männer,25-34-jährig,activity,2017,semi_active,0.15001
Männer,35-44-jährig,activity,2017,semi_active,0.19902
Männer,45-54-jährig,activity,2017,semi_active,0.16701
Männer,55-64-jährig,activity,2017,semi_active,0.16808
Männer,65-74-jährig,activity,2017,semi_active,0.10882
Männer,75+-jährig,activity,2017,semi_active,0.13287000000000002
Frauen,15-24-jährig,activity,2017,semi_active,0.17018
Frauen,25-34-jährig,activity,2017,semi_active,0.1801
Frauen,35-44-jährig,activity,2017,semi_active,0.19085999999999997
Frauen,45-54-jährig,activity,2017,semi_active,0.17846
Frauen,55-64-jährig,activity,2017,semi_active,0.17346
Frauen,65-74-jährig,activity,2017,semi_active,0.14291
Frauen,75+-jährig,activity,2017,semi_active,0.16926
Männer,15-24-jährig,activity,2017,not_active,0.03733
Männer,25-34-jährig,activity,2017,not_active,0.04283000000000001
Männer,35-44-jährig,activity,2017,not_active,0.06306
Männer,45-54-jährig,activity,2017,not_active,0.07792
Männer,55-64-jährig,activity,2017,not_active,0.09802
Männer,65-74-jährig,activity,2017,not_active,0.07138
Männer,75+-jährig,activity,2017,not_active,0.15524
Frauen,15-24-jährig,activity,2017,not_active,0.052450000000000004
Frauen,25-34-jährig,activity,2017,not_active,0.06703
Frauen,35-44-jährig,activity,2017,not_active,0.06875
Frauen,45-54-jährig,activity,2017,not_active,0.06109
Frauen,55-64-jährig,activity,2017,not_active,0.08721
Frauen,65-74-jährig,activity,2017,not_active,0.10195
Frauen,75+-jährig,activity,2017,not_active,0.25438
Männer,15-24-jährig,body_bmi,1992,underweight,0.050300000000000004
Männer,25-34-jährig,body_bmi,1992,underweight,0.00874
Männer,35-44-jährig,body_bmi,1992,underweight,0.0078000000000000005
Männer,45-54-jährig,body_bmi,1992,underweight,0.00502
Männer,55-64-jährig,body_bmi,1992,underweight,0.00774
Männer,65-74-jährig,body_bmi,1992,underweight,0.005540000000000001
Männer,75+-jährig,body_bmi,1992,underweight,0.019039999999999998
Frauen,15-24-jährig,body_bmi,1992,underweight,0.16027999999999998
Frauen,25-34-jährig,body_bmi,1992,underweight,0.11537000000000001
Frauen,35-44-jährig,body_bmi,1992,underweight,0.07907
Frauen,45-54-jährig,body_bmi,1992,underweight,0.051399999999999994
Frauen,55-64-jährig,body_bmi,1992,underweight,0.027770000000000003
Frauen,65-74-jährig,body_bmi,1992,underweight,0.0405
Frauen,75+-jährig,body_bmi,1992,underweight,0.06289
Männer,15-24-jährig,body_bmi,1992,normalweight,0.81785
Männer,25-34-jährig,body_bmi,1992,normalweight,0.6933199999999999
Männer,35-44-jährig,body_bmi,1992,normalweight,0.59439
Männer,45-54-jährig,body_bmi,1992,normalweight,0.48916
Männer,55-64-jährig,body_bmi,1992,normalweight,0.39965000000000006
Männer,65-74-jährig,body_bmi,1992,normalweight,0.48052999999999996
Männer,75+-jährig,body_bmi,1992,normalweight,0.5096
Frauen,15-24-jährig,body_bmi,1992,normalweight,0.76426
Frauen,25-34-jährig,body_bmi,1992,normalweight,0.7668
Frauen,35-44-jährig,body_bmi,1992,normalweight,0.74066
Frauen,45-54-jährig,body_bmi,1992,normalweight,0.70453
Frauen,55-64-jährig,body_bmi,1992,normalweight,0.60778
Frauen,65-74-jährig,body_bmi,1992,normalweight,0.56201
Frauen,75+-jährig,body_bmi,1992,normalweight,0.58658
Männer,15-24-jährig,body_bmi,1992,overweight,0.12042
Männer,25-34-jährig,body_bmi,1992,overweight,0.25971
Männer,35-44-jährig,body_bmi,1992,overweight,0.34459
Männer,45-54-jährig,body_bmi,1992,overweight,0.41749000000000003
Männer,55-64-jährig,body_bmi,1992,overweight,0.48538
Männer,65-74-jährig,body_bmi,1992,overweight,0.41975
Männer,75+-jährig,body_bmi,1992,overweight,0.40726
Frauen,15-24-jährig,body_bmi,1992,overweight,0.06809
Frauen,25-34-jährig,body_bmi,1992,overweight,0.09398
Frauen,35-44-jährig,body_bmi,1992,overweight,0.13717000000000001
Frauen,45-54-jährig,body_bmi,1992,overweight,0.18963999999999998
Frauen,55-64-jährig,body_bmi,1992,overweight,0.2777
Frauen,65-74-jährig,body_bmi,1992,overweight,0.31471
Frauen,75+-jährig,body_bmi,1992,overweight,0.27931
Männer,15-24-jährig,body_bmi,1992,adipositas,0.011439999999999999
Männer,25-34-jährig,body_bmi,1992,adipositas,0.03823
Männer,35-44-jährig,body_bmi,1992,adipositas,0.05322
Männer,45-54-jährig,body_bmi,1992,adipositas,0.08834
Männer,55-64-jährig,body_bmi,1992,adipositas,0.10723
Männer,65-74-jährig,body_bmi,1992,adipositas,0.09417
Männer,75+-jährig,body_bmi,1992,adipositas,0.0641
Frauen,15-24-jährig,body_bmi,1992,adipositas,0.00737
Frauen,25-34-jährig,body_bmi,1992,adipositas,0.023849999999999996
Frauen,35-44-jährig,body_bmi,1992,adipositas,0.0431
Frauen,45-54-jährig,body_bmi,1992,adipositas,0.05443
Frauen,55-64-jährig,body_bmi,1992,adipositas,0.08675000000000001
Frauen,65-74-jährig,body_bmi,1992,adipositas,0.08278
Frauen,75+-jährig,body_bmi,1992,adipositas,0.07123
Männer,15-24-jährig,body_bmi,1997,underweight,0.06721
Männer,25-34-jährig,body_bmi,1997,underweight,0.00869
Männer,35-44-jährig,body_bmi,1997,underweight,0.0053
Männer,45-54-jährig,body_bmi,1997,underweight,0.00344
Männer,55-64-jährig,body_bmi,1997,underweight,0.00726
Männer,65-74-jährig,body_bmi,1997,underweight,0.0042899999999999995
Männer,75+-jährig,body_bmi,1997,underweight,0.02773
Frauen,15-24-jährig,body_bmi,1997,underweight,0.15524
Frauen,25-34-jährig,body_bmi,1997,underweight,0.10195
Frauen,35-44-jährig,body_bmi,1997,underweight,0.0555
Frauen,45-54-jährig,body_bmi,1997,underweight,0.04125
Frauen,55-64-jährig,body_bmi,1997,underweight,0.03344
Frauen,65-74-jährig,body_bmi,1997,underweight,0.02932
Frauen,75+-jährig,body_bmi,1997,underweight,0.0464
Männer,15-24-jährig,body_bmi,1997,normalweight,0.80167
Männer,25-34-jährig,body_bmi,1997,normalweight,0.67472
Männer,35-44-jährig,body_bmi,1997,normalweight,0.58692
Männer,45-54-jährig,body_bmi,1997,normalweight,0.43553
Männer,55-64-jährig,body_bmi,1997,normalweight,0.37958
Männer,65-74-jährig,body_bmi,1997,normalweight,0.40591
Männer,75+-jährig,body_bmi,1997,normalweight,0.51791
Frauen,15-24-jährig,body_bmi,1997,normalweight,0.7498699999999999
Frauen,25-34-jährig,body_bmi,1997,normalweight,0.72914
Frauen,35-44-jährig,body_bmi,1997,normalweight,0.71321
Frauen,45-54-jährig,body_bmi,1997,normalweight,0.64766
Frauen,55-64-jährig,body_bmi,1997,normalweight,0.52515
Frauen,65-74-jährig,body_bmi,1997,normalweight,0.4953
Frauen,75+-jährig,body_bmi,1997,normalweight,0.57868
Männer,15-24-jährig,body_bmi,1997,overweight,0.11932000000000001
Männer,25-34-jährig,body_bmi,1997,overweight,0.26088
Männer,35-44-jährig,body_bmi,1997,overweight,0.36267000000000005
Männer,45-54-jährig,body_bmi,1997,overweight,0.47540999999999994
Männer,55-64-jährig,body_bmi,1997,overweight,0.49406
Männer,65-74-jährig,body_bmi,1997,overweight,0.47816000000000003
Männer,75+-jährig,body_bmi,1997,overweight,0.38252
Frauen,15-24-jährig,body_bmi,1997,overweight,0.0863
Frauen,25-34-jährig,body_bmi,1997,overweight,0.12861
Frauen,35-44-jährig,body_bmi,1997,overweight,0.17600000000000002
Frauen,45-54-jährig,body_bmi,1997,overweight,0.24156
Frauen,55-64-jährig,body_bmi,1997,overweight,0.30727
Frauen,65-74-jährig,body_bmi,1997,overweight,0.34725
Frauen,75+-jährig,body_bmi,1997,overweight,0.28578
Männer,15-24-jährig,body_bmi,1997,adipositas,0.0118
Männer,25-34-jährig,body_bmi,1997,adipositas,0.055709999999999996
Männer,35-44-jährig,body_bmi,1997,adipositas,0.045110000000000004
Männer,45-54-jährig,body_bmi,1997,adipositas,0.08561999999999999
Männer,55-64-jährig,body_bmi,1997,adipositas,0.1191
Männer,65-74-jährig,body_bmi,1997,adipositas,0.11164999999999999
Männer,75+-jährig,body_bmi,1997,adipositas,0.07185
Frauen,15-24-jährig,body_bmi,1997,adipositas,0.00859
Frauen,25-34-jährig,body_bmi,1997,adipositas,0.04029
Frauen,35-44-jährig,body_bmi,1997,adipositas,0.05529
Frauen,45-54-jährig,body_bmi,1997,adipositas,0.06953000000000001
Frauen,55-64-jährig,body_bmi,1997,adipositas,0.13414
Frauen,65-74-jährig,body_bmi,1997,adipositas,0.12811999999999998
Frauen,75+-jährig,body_bmi,1997,adipositas,0.08914
Männer,15-24-jährig,body_bmi,2002,underweight,0.08668
Männer,25-34-jährig,body_bmi,2002,underweight,0.0070999999999999995
Männer,35-44-jährig,body_bmi,2002,underweight,0.00847
Männer,45-54-jährig,body_bmi,2002,underweight,0.00483
Männer,55-64-jährig,body_bmi,2002,underweight,0.0041199999999999995
Männer,65-74-jährig,body_bmi,2002,underweight,0.00261
Männer,75+-jährig,body_bmi,2002,underweight,0.0111
Frauen,15-24-jährig,body_bmi,2002,underweight,0.15883
Frauen,25-34-jährig,body_bmi,2002,underweight,0.07384
Frauen,35-44-jährig,body_bmi,2002,underweight,0.05532
Frauen,45-54-jährig,body_bmi,2002,underweight,0.04872
Frauen,55-64-jährig,body_bmi,2002,underweight,0.02904
Frauen,65-74-jährig,body_bmi,2002,underweight,0.032869999999999996
Frauen,75+-jährig,body_bmi,2002,underweight,0.05933
Männer,15-24-jährig,body_bmi,2002,normalweight,0.7597499999999999
Männer,25-34-jährig,body_bmi,2002,normalweight,0.62356
Männer,35-44-jährig,body_bmi,2002,normalweight,0.53187
Männer,45-54-jährig,body_bmi,2002,normalweight,0.41438
Männer,55-64-jährig,body_bmi,2002,normalweight,0.41311
Männer,65-74-jährig,body_bmi,2002,normalweight,0.40531999999999996
Männer,75+-jährig,body_bmi,2002,normalweight,0.42646999999999996
Frauen,15-24-jährig,body_bmi,2002,normalweight,0.7572199999999999
Frauen,25-34-jährig,body_bmi,2002,normalweight,0.73292
Frauen,35-44-jährig,body_bmi,2002,normalweight,0.69765
